Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Department,Region
EMP1177,Alice,Williams,25.0,DevOps-Illinois,Active,2022-02-09,79388.27,alice.williams@example.com,+1 (506) 373-1494,Average,True,DevOps,Illinois
EMP1178,Frank,Smith,35.0,DevOps-California,Pending,2023-05-06,55946.99,frank.smith@example.com,+1 (136) 497-188,Average,False,DevOps,California
EMP1179,Charlie,Williams,,Cloud Tech-Nevada,Active,2021-07-11,81017.91,charlie.williams@example.com,+1 (241) 956-2524,Excellent,True,Cloud Tech,Nevada
EMP1180,Heidi,Jones,40.0,HR-New York,Pending,2020-08-21,74162.1,heidi.jones@example.com,+1 (715) 099-7682,Excellent,False,HR,New York
EMP1181,Heidi,Davis,,DevOps-California,Active,2021-03-27,77668.44,heidi.davis@example.com,+1 (890) 309-1435,Good,True,DevOps,California
EMP1182,Alice,Miller,30.0,HR-New York,Active,2024-04-14,67886.37,alice.miller@example.com,+1 (391) 025-7431,Poor,False,HR,New York
EMP1183,Alice,Williams,40.0,DevOps-Florida,Active,2020-09-21,76614.52,alice.williams@example.com,+1 (630) 397-5244,Good,True,DevOps,Florida
EMP1184,Frank,Smith,25.0,Finance-Nevada,Active,2022-06-12,51311.91,frank.smith@example.com,+1 (864) 035-532,Excellent,False,Finance,Nevada
EMP1185,Frank,Jones,,Finance-Illinois,Inactive,2023-12-24,94809.92,frank.jones@example.com,+1 (803) 396-8526,Good,True,Finance,Illinois
EMP1186,Grace,Johnson,25.0,HR-New York,Pending,2022-07-31,108241.81,grace.johnson@example.com,+1 (171) 302-320,Excellent,True,HR,New York
EMP1187,Bob,Davis,40.0,Cloud Tech-New York,Inactive,2023-04-21,78031.49,bob.davis@example.com,+1 (298) 338-1673,Good,True,Cloud Tech,New York
EMP1188,Eva,Davis,35.0,Admin-California,Active,2020-06-05,85733.83,eva.davis@example.com,+1 (233) 629-3448,Excellent,True,Admin,California
EMP1189,David,Miller,35.0,HR-Nevada,Pending,2024-07-27,60338.29,david.miller@example.com,+1 (734) 715-6626,Excellent,False,HR,Nevada
EMP1190,Eva,Davis,30.0,Admin-Illinois,Active,2024-04-05,103140.67,eva.davis@example.com,+1 (768) 962-7065,Excellent,False,Admin,Illinois
EMP1191,Heidi,Williams,40.0,Sales-Illinois,Inactive,2023-10-26,114690.8,heidi.williams@example.com,+1 (149) 828-2466,Poor,True,Sales,Illinois
EMP1192,Frank,Smith,35.0,Admin-Florida,Active,2022-08-18,80954.56,frank.smith@example.com,+1 (474) 689-7151,Good,False,Admin,Florida
EMP1193,Eva,Davis,,Cloud Tech-California,Pending,2020-05-31,71728.55,eva.davis@example.com,+1 (732) 300-8575,Good,True,Cloud Tech,California
EMP1194,Alice,Davis,35.0,HR-Texas,Pending,2024-11-04,118415.8,alice.davis@example.com,+1 (665) 674-9159,Good,True,HR,Texas
EMP1195,Grace,Johnson,40.0,Sales-Illinois,Pending,2020-03-25,81481.36,grace.johnson@example.com,+1 (169) 236-4586,Excellent,False,Sales,Illinois
EMP1196,David,Johnson,35.0,Sales-Florida,Pending,2020-11-04,117040.57,david.johnson@example.com,+1 (506) 633-7049,Good,True,Sales,Florida
EMP1197,Frank,Brown,25.0,Sales-Nevada,Active,2020-03-21,67342.06,frank.brown@example.com,+1 (249) 724-3991,Good,True,Sales,Nevada
EMP1198,Heidi,Jones,,Sales-Illinois,Active,2022-01-15,76099.64,heidi.jones@example.com,+1 (116) 691-835,Excellent,False,Sales,Illinois
EMP1199,Grace,Williams,35.0,DevOps-Illinois,Active,2024-06-04,94162.06,grace.williams@example.com,+1 (264) 488-6945,Average,True,DevOps,Illinois
EMP1200,Frank,Davis,25.0,Sales-Nevada,Inactive,2021-08-04,67639.7,frank.davis@example.com,+1 (119) 524-3639,Excellent,True,Sales,Nevada
EMP1201,Charlie,Garcia,35.0,Cloud Tech-Illinois,Pending,2020-10-16,114172.25,charlie.garcia@example.com,+1 (270) 116-8645,Good,True,Cloud Tech,Illinois
EMP1202,Grace,Davis,30.0,Sales-Nevada,Active,2021-09-26,89124.54,grace.davis@example.com,+1 (225) 223-7280,Excellent,True,Sales,Nevada
EMP1203,Frank,Smith,30.0,DevOps-Nevada,Pending,2023-11-04,113871.36,frank.smith@example.com,+1 (793) 230-2345,Average,False,DevOps,Nevada
EMP1204,Grace,Brown,,HR-Texas,Inactive,2021-09-24,62618.4,grace.brown@example.com,+1 (791) 214-1613,Excellent,False,HR,Texas
EMP1205,Heidi,Jones,30.0,Admin-New York,Active,2020-06-07,70705.45,heidi.jones@example.com,+1 (150) 937-7099,Good,False,Admin,New York
EMP1206,Alice,Garcia,35.0,Sales-New York,Pending,2022-02-10,60797.69,alice.garcia@example.com,+1 (409) 013-8068,Average,True,Sales,New York
EMP1207,Charlie,Brown,40.0,Cloud Tech-Florida,Inactive,2023-10-17,100371.0,charlie.brown@example.com,+1 (847) 759-6554,Poor,True,Cloud Tech,Florida
EMP1208,Eva,Miller,40.0,Admin-Illinois,Active,2021-09-25,117591.76,eva.miller@example.com,+1 (535) 669-0550,Good,False,Admin,Illinois
EMP1209,David,Jones,35.0,DevOps-Illinois,Inactive,2022-08-03,103860.7,david.jones@example.com,+1 (762) 091-842,Average,True,DevOps,Illinois
EMP1210,Grace,Davis,30.0,Admin-Illinois,Active,2024-11-22,67500.22,grace.davis@example.com,+1 (579) 786-3049,Average,True,Admin,Illinois
EMP1211,Frank,Davis,,Cloud Tech-Nevada,Pending,2024-10-09,58727.44,frank.davis@example.com,+1 (505) 739-7690,Poor,True,Cloud Tech,Nevada
EMP1212,Charlie,Jones,35.0,Finance-Illinois,Active,2024-08-28,80623.08,charlie.jones@example.com,+1 (567) 164-9327,Excellent,True,Finance,Illinois
EMP1213,David,Davis,40.0,HR-Texas,Inactive,2020-04-19,77751.78,david.davis@example.com,+1 (980) 271-4871,Excellent,False,HR,Texas
EMP1214,Grace,Williams,25.0,HR-New York,Active,2021-10-14,115157.81,grace.williams@example.com,+1 (717) 833-3210,Good,False,HR,New York
EMP1215,Frank,Jones,30.0,Admin-Texas,Inactive,2024-08-26,83071.85,frank.jones@example.com,+1 (602) 564-3470,Poor,False,Admin,Texas
EMP1216,Heidi,Brown,40.0,Sales-Texas,Active,2020-02-08,67914.67,heidi.brown@example.com,+1 (287) 153-9914,Excellent,True,Sales,Texas
EMP1217,Grace,Jones,25.0,HR-New York,Inactive,2020-09-06,53342.46,grace.jones@example.com,+1 (668) 633-4140,Poor,False,HR,New York
EMP1218,Heidi,Garcia,25.0,Cloud Tech-Florida,Pending,2023-01-02,51150.47,heidi.garcia@example.com,+1 (115) 931-9524,Excellent,False,Cloud Tech,Florida
EMP1219,David,Davis,30.0,HR-Florida,Active,2023-06-13,74697.12,david.davis@example.com,+1 (690) 409-8365,Average,True,HR,Florida
EMP1220,Charlie,Williams,25.0,Sales-California,Active,2022-12-13,88085.74,charlie.williams@example.com,+1 (552) 899-3159,Excellent,True,Sales,California
EMP1221,Alice,Williams,40.0,Finance-Texas,Pending,2022-03-03,118672.76,alice.williams@example.com,+1 (875) 243-7728,Poor,False,Finance,Texas
EMP1222,Alice,Miller,35.0,Cloud Tech-California,Active,2024-02-10,95997.31,alice.miller@example.com,+1 (420) 954-8148,Average,False,Cloud Tech,California
EMP1223,Frank,Brown,30.0,Cloud Tech-California,Pending,2021-11-24,106945.62,frank.brown@example.com,+1 (737) 460-5232,Average,False,Cloud Tech,California
EMP1224,Heidi,Johnson,40.0,DevOps-New York,Active,2020-05-09,100123.15,heidi.johnson@example.com,+1 (276) 420-864,Average,False,DevOps,New York
EMP1225,Alice,Johnson,35.0,Admin-Texas,Active,2024-12-19,52933.42,alice.johnson@example.com,+1 (675) 661-8442,Poor,True,Admin,Texas
EMP1226,Grace,Jones,,Finance-California,Active,2024-03-22,95283.03,grace.jones@example.com,+1 (861) 259-0471,Good,False,Finance,California
EMP1227,Alice,Miller,35.0,HR-Texas,Inactive,2022-06-13,112264.06,alice.miller@example.com,+1 (927) 742-3329,Good,False,HR,Texas
EMP1228,Grace,Smith,35.0,Admin-Florida,Pending,2022-10-15,75714.28,grace.smith@example.com,+1 (591) 266-2014,Good,True,Admin,Florida
EMP1229,Eva,Jones,25.0,DevOps-Florida,Active,2022-05-31,92171.73,eva.jones@example.com,+1 (720) 185-9625,Poor,False,DevOps,Florida
EMP1230,Eva,Miller,35.0,Cloud Tech-Texas,Inactive,2023-09-15,70694.8,eva.miller@example.com,+1 (301) 367-4925,Average,True,Cloud Tech,Texas
EMP1231,Grace,Brown,30.0,DevOps-Florida,Inactive,2022-07-04,52964.86,grace.brown@example.com,+1 (176) 475-0110,Good,True,DevOps,Florida
EMP1232,Frank,Brown,,Finance-California,Pending,2024-06-08,116353.31,frank.brown@example.com,+1 (178) 309-9973,Poor,True,Finance,California
EMP1233,Grace,Brown,35.0,Sales-Nevada,Pending,2020-11-23,116695.26,grace.brown@example.com,+1 (192) 676-4920,Good,False,Sales,Nevada
EMP1234,Heidi,Brown,25.0,Admin-Texas,Active,2024-05-13,95161.4,heidi.brown@example.com,+1 (518) 260-6887,Excellent,False,Admin,Texas
EMP1235,Alice,Brown,,Admin-Nevada,Inactive,2022-01-29,76040.94,alice.brown@example.com,+1 (718) 981-3128,Good,True,Admin,Nevada
EMP1236,Charlie,Miller,,HR-Florida,Inactive,2023-08-23,69508.28,charlie.miller@example.com,+1 (208) 751-0292,Good,False,HR,Florida
EMP1237,Alice,Miller,30.0,Finance-Illinois,Inactive,2023-02-24,58243.27,alice.miller@example.com,+1 (218) 401-1844,Average,False,Finance,Illinois
EMP1238,Heidi,Williams,30.0,Sales-California,Pending,2022-10-02,64012.48,heidi.williams@example.com,+1 (826) 034-0847,Poor,True,Sales,California
EMP1239,Bob,Garcia,40.0,Admin-Nevada,Inactive,2020-06-28,106735.93,bob.garcia@example.com,+1 (729) 758-5987,Average,True,Admin,Nevada
EMP1240,Frank,Johnson,35.0,DevOps-Texas,Pending,2023-01-15,70325.36,frank.johnson@example.com,+1 (310) 303-2431,Average,False,DevOps,Texas
EMP1241,Charlie,Davis,30.0,HR-Illinois,Active,2020-09-05,118959.28,charlie.davis@example.com,+1 (983) 954-2960,Average,True,HR,Illinois
EMP1242,David,Brown,40.0,Cloud Tech-California,Pending,2023-03-18,75823.78,david.brown@example.com,+1 (844) 626-7145,Average,False,Cloud Tech,California
EMP1243,Charlie,Smith,,Cloud Tech-Texas,Inactive,2022-03-26,119971.65,charlie.smith@example.com,+1 (283) 143-5988,Average,False,Cloud Tech,Texas
EMP1244,Grace,Davis,40.0,Sales-Texas,Active,2021-10-11,94963.7,grace.davis@example.com,+1 (262) 566-0930,Good,False,Sales,Texas
EMP1245,Frank,Miller,30.0,Sales-Nevada,Pending,2021-01-07,103744.71,frank.miller@example.com,+1 (418) 186-1514,Average,False,Sales,Nevada
EMP1246,Alice,Smith,25.0,Sales-New York,Inactive,2020-12-03,61337.69,alice.smith@example.com,+1 (542) 340-1635,Average,True,Sales,New York
EMP1247,David,Smith,35.0,Sales-California,Active,2021-05-28,63741.13,david.smith@example.com,+1 (112) 849-7184,Poor,True,Sales,California
EMP1248,Eva,Smith,30.0,DevOps-California,Pending,2022-12-28,56539.99,eva.smith@example.com,+1 (948) 491-0255,Excellent,True,DevOps,California
EMP1249,Charlie,Williams,30.0,DevOps-Illinois,Pending,2023-05-24,73633.37,charlie.williams@example.com,+1 (258) 896-7923,Good,True,DevOps,Illinois
EMP1250,Alice,Miller,25.0,Cloud Tech-Texas,Pending,2024-04-28,90373.99,alice.miller@example.com,+1 (822) 269-404,Good,False,Cloud Tech,Texas
EMP1251,Grace,Smith,,DevOps-Texas,Inactive,2024-12-25,93901.48,grace.smith@example.com,+1 (396) 727-5783,Good,False,DevOps,Texas
EMP1252,Eva,Brown,40.0,Admin-Nevada,Inactive,2021-09-01,81748.09,eva.brown@example.com,+1 (468) 341-4650,Average,True,Admin,Nevada
EMP1253,Charlie,Jones,40.0,Finance-Florida,Inactive,2021-02-21,73813.48,charlie.jones@example.com,+1 (113) 129-0147,Average,False,Finance,Florida
EMP1254,Frank,Smith,35.0,Finance-New York,Inactive,2022-11-20,89315.59,frank.smith@example.com,+1 (706) 827-7880,Average,False,Finance,New York
EMP1255,Heidi,Williams,25.0,HR-Florida,Active,2020-10-15,56776.82,heidi.williams@example.com,+1 (609) 306-8537,Poor,False,HR,Florida
EMP1256,Grace,Davis,,Finance-New York,Active,2024-07-24,72920.51,grace.davis@example.com,+1 (909) 728-3214,Excellent,True,Finance,New York
EMP1257,Frank,Miller,30.0,Admin-Florida,Pending,2022-08-14,84913.18,frank.miller@example.com,+1 (285) 067-6250,Average,True,Admin,Florida
EMP1258,Alice,Garcia,25.0,Finance-Illinois,Inactive,2021-05-08,65060.11,alice.garcia@example.com,+1 (538) 144-7442,Excellent,True,Finance,Illinois
EMP1259,Alice,Williams,35.0,Finance-Illinois,Pending,2023-10-09,82941.08,alice.williams@example.com,+1 (963) 480-796,Poor,False,Finance,Illinois
EMP1260,Bob,Smith,40.0,Admin-California,Pending,2022-01-19,103469.97,bob.smith@example.com,+1 (509) 754-509,Good,True,Admin,California
EMP1261,Grace,Miller,25.0,Sales-Illinois,Active,2022-01-12,88725.6,grace.miller@example.com,+1 (526) 501-6730,Average,True,Sales,Illinois
EMP1262,Heidi,Jones,,HR-Illinois,Pending,2023-06-05,58316.77,heidi.jones@example.com,+1 (882) 617-0242,Excellent,True,HR,Illinois
EMP1263,Grace,Smith,35.0,HR-Illinois,Inactive,2024-03-26,60098.72,grace.smith@example.com,+1 (765) 456-2840,Excellent,True,HR,Illinois
EMP1264,Grace,Williams,,Cloud Tech-Texas,Active,2020-10-07,99951.43,grace.williams@example.com,+1 (772) 256-0530,Average,True,Cloud Tech,Texas
EMP1265,Heidi,Johnson,30.0,Sales-Illinois,Active,2021-11-02,115195.81,heidi.johnson@example.com,+1 (340) 266-5022,Good,True,Sales,Illinois
EMP1266,Grace,Brown,,DevOps-California,Pending,2021-11-19,85512.05,grace.brown@example.com,+1 (741) 678-7255,Good,False,DevOps,California
EMP1267,Heidi,Garcia,,HR-Florida,Active,2022-01-24,73186.77,heidi.garcia@example.com,+1 (862) 110-2257,Good,False,HR,Florida
EMP1268,Grace,Davis,,HR-Nevada,Pending,2023-07-12,51865.3,grace.davis@example.com,+1 (305) 690-673,Poor,True,HR,Nevada
EMP1269,David,Williams,25.0,Sales-Florida,Active,2022-12-09,94031.77,david.williams@example.com,+1 (471) 639-2822,Excellent,True,Sales,Florida
EMP1270,Grace,Miller,30.0,DevOps-New York,Active,2023-03-18,116374.36,grace.miller@example.com,+1 (414) 363-7188,Excellent,False,DevOps,New York
EMP1271,Alice,Garcia,40.0,HR-Florida,Active,2022-04-25,98335.02,alice.garcia@example.com,+1 (239) 231-2603,Excellent,False,HR,Florida
EMP1272,Heidi,Garcia,25.0,DevOps-New York,Pending,2021-02-28,89262.07,heidi.garcia@example.com,+1 (326) 093-1065,Poor,True,DevOps,New York
EMP1273,Heidi,Garcia,,Finance-California,Active,2022-07-30,113848.69,heidi.garcia@example.com,+1 (843) 356-7085,Excellent,True,Finance,California
EMP1274,Frank,Smith,35.0,Sales-Florida,Active,2021-05-19,69530.45,frank.smith@example.com,+1 (414) 545-634,Poor,True,Sales,Florida
EMP1275,Eva,Brown,35.0,DevOps-New York,Pending,2023-12-14,84230.22,eva.brown@example.com,+1 (200) 053-473,Good,True,DevOps,New York
EMP1276,Eva,Smith,35.0,Cloud Tech-Illinois,Pending,2023-01-17,76578.59,eva.smith@example.com,+1 (916) 247-5540,Average,False,Cloud Tech,Illinois
EMP1277,Frank,Miller,30.0,HR-Texas,Inactive,2024-01-02,55532.06,frank.miller@example.com,+1 (108) 255-5988,Excellent,True,HR,Texas
EMP1278,Eva,Smith,40.0,Admin-New York,Pending,2021-07-09,115311.68,eva.smith@example.com,+1 (534) 396-1128,Excellent,True,Admin,New York
EMP1279,Charlie,Johnson,25.0,Sales-Nevada,Pending,2021-05-05,66972.06,charlie.johnson@example.com,+1 (109) 337-1188,Good,True,Sales,Nevada
EMP1280,David,Brown,30.0,Cloud Tech-Texas,Inactive,2021-11-07,100215.06,david.brown@example.com,+1 (547) 382-0235,Average,True,Cloud Tech,Texas
EMP1281,Charlie,Brown,25.0,Sales-New York,Inactive,2023-08-30,115452.25,charlie.brown@example.com,+1 (848) 557-1616,Poor,False,Sales,New York
EMP1282,Heidi,Miller,30.0,HR-California,Inactive,2023-08-15,54141.38,heidi.miller@example.com,+1 (688) 029-4239,Average,False,HR,California
EMP1283,David,Davis,,DevOps-Nevada,Active,2020-12-24,79251.95,david.davis@example.com,+1 (903) 678-8126,Good,False,DevOps,Nevada
EMP1284,Alice,Johnson,40.0,Finance-New York,Pending,2024-11-21,114822.78,alice.johnson@example.com,+1 (868) 669-4319,Good,True,Finance,New York
EMP1285,Alice,Williams,35.0,Sales-Illinois,Active,2021-11-17,69919.32,alice.williams@example.com,+1 (293) 908-7883,Average,True,Sales,Illinois
EMP1286,Heidi,Smith,30.0,Sales-Florida,Inactive,2021-01-29,106616.97,heidi.smith@example.com,+1 (434) 481-2307,Poor,False,Sales,Florida
EMP1287,Heidi,Jones,35.0,DevOps-New York,Active,2024-02-17,73597.85,heidi.jones@example.com,+1 (340) 242-4032,Poor,True,DevOps,New York
EMP1288,David,Smith,30.0,Sales-Nevada,Inactive,2024-08-20,79939.23,david.smith@example.com,+1 (810) 595-5183,Excellent,True,Sales,Nevada
EMP1289,Grace,Garcia,25.0,Admin-New York,Inactive,2021-10-24,,grace.garcia@example.com,+1 (269) 450-0533,Poor,False,Admin,New York
EMP1290,Grace,Smith,30.0,Finance-California,Inactive,2021-09-10,90772.25,grace.smith@example.com,+1 (240) 891-6497,Average,False,Finance,California
EMP1291,Eva,Williams,35.0,DevOps-New York,Active,2023-09-29,58275.74,eva.williams@example.com,+1 (373) 543-9626,Good,False,DevOps,New York
EMP1292,Grace,Smith,,DevOps-California,Pending,2020-08-28,94709.79,grace.smith@example.com,+1 (365) 271-7271,Excellent,False,DevOps,California
EMP1293,Frank,Johnson,,Admin-New York,Active,2022-09-06,60722.99,frank.johnson@example.com,+1 (239) 724-0421,Excellent,True,Admin,New York
EMP1294,Frank,Johnson,40.0,DevOps-Illinois,Inactive,2024-03-31,87626.24,frank.johnson@example.com,+1 (693) 121-6375,Good,True,DevOps,Illinois
EMP1295,David,Brown,30.0,DevOps-Illinois,Active,2022-12-12,81272.36,david.brown@example.com,+1 (182) 091-6600,Poor,False,DevOps,Illinois
EMP1296,Bob,Miller,,Cloud Tech-Texas,Pending,2022-11-01,64150.97,bob.miller@example.com,+1 (231) 428-99,Good,True,Cloud Tech,Texas
EMP1297,Charlie,Davis,35.0,Sales-Florida,Active,2023-10-25,64378.1,charlie.davis@example.com,+1 (185) 132-7971,Poor,False,Sales,Florida
EMP1298,Bob,Jones,,Finance-Texas,Inactive,2020-09-27,85927.35,bob.jones@example.com,+1 (457) 230-8480,Good,False,Finance,Texas
EMP1299,Alice,Garcia,,Finance-Nevada,Inactive,2024-01-21,51523.93,alice.garcia@example.com,+1 (184) 186-19,Average,True,Finance,Nevada
EMP1300,Alice,Smith,30.0,Sales-Texas,Active,2022-05-17,74117.02,alice.smith@example.com,+1 (303) 662-5435,Poor,False,Sales,Texas
EMP1301,Alice,Smith,25.0,Finance-Texas,Inactive,2022-04-17,62598.69,alice.smith@example.com,+1 (172) 131-4518,Average,True,Finance,Texas
EMP1302,Grace,Williams,35.0,Finance-Florida,Inactive,2022-02-08,55617.5,grace.williams@example.com,+1 (515) 109-2267,Excellent,True,Finance,Florida
EMP1303,Charlie,Miller,35.0,Cloud Tech-New York,Pending,2022-03-15,87018.98,charlie.miller@example.com,+1 (592) 624-9450,Good,True,Cloud Tech,New York
EMP1304,David,Johnson,25.0,Cloud Tech-California,Inactive,2023-10-11,100336.58,david.johnson@example.com,+1 (475) 410-2251,Excellent,True,Cloud Tech,California
EMP1305,Grace,Jones,30.0,Admin-Florida,Inactive,2020-11-13,69295.48,grace.jones@example.com,+1 (677) 119-6420,Excellent,False,Admin,Florida
EMP1306,Bob,Brown,25.0,DevOps-Florida,Pending,2024-04-17,115536.66,bob.brown@example.com,+1 (522) 655-7675,Excellent,True,DevOps,Florida
EMP1307,David,Johnson,30.0,Cloud Tech-Texas,Pending,2020-03-09,81250.87,david.johnson@example.com,+1 (952) 366-8787,Excellent,False,Cloud Tech,Texas
EMP1308,Alice,Garcia,30.0,DevOps-Texas,Inactive,2022-06-17,66403.75,alice.garcia@example.com,+1 (788) 361-9688,Good,False,DevOps,Texas
EMP1309,Alice,Miller,30.0,Sales-California,Active,2024-07-28,114147.79,alice.miller@example.com,+1 (313) 503-0586,Excellent,False,Sales,California
EMP1310,Frank,Garcia,30.0,HR-New York,Pending,2022-12-03,65472.99,frank.garcia@example.com,+1 (210) 552-4727,Good,False,HR,New York
EMP1311,Alice,Davis,,Sales-Nevada,Active,2023-07-06,97512.51,alice.davis@example.com,+1 (633) 302-1259,Good,True,Sales,Nevada
EMP1312,Alice,Brown,35.0,DevOps-Nevada,Inactive,2024-05-28,86712.41,alice.brown@example.com,+1 (650) 191-7919,Average,True,DevOps,Nevada
EMP1313,Grace,Davis,30.0,HR-Florida,Active,2024-03-25,87654.98,grace.davis@example.com,+1 (252) 131-0961,Poor,False,HR,Florida
EMP1314,David,Williams,35.0,DevOps-New York,Inactive,2020-04-28,89367.02,david.williams@example.com,+1 (272) 847-6569,Poor,False,DevOps,New York
EMP1315,Charlie,Garcia,40.0,Admin-California,Active,2021-11-07,95269.41,charlie.garcia@example.com,+1 (412) 009-2819,Good,True,Admin,California
EMP1316,Frank,Williams,25.0,Sales-Nevada,Active,2020-04-15,68792.31,frank.williams@example.com,+1 (667) 849-8435,Average,False,Sales,Nevada
EMP1317,Alice,Smith,25.0,Admin-Illinois,Pending,2023-10-07,89119.53,alice.smith@example.com,+1 (241) 862-3689,Good,True,Admin,Illinois
EMP1318,Frank,Davis,35.0,Cloud Tech-New York,Active,2024-02-27,58212.13,frank.davis@example.com,+1 (362) 891-7755,Good,False,Cloud Tech,New York
EMP1319,Heidi,Miller,30.0,DevOps-Illinois,Pending,2021-02-22,77764.24,heidi.miller@example.com,+1 (620) 563-4110,Good,True,DevOps,Illinois
EMP1320,Frank,Garcia,35.0,Finance-Florida,Pending,2023-08-21,75148.17,frank.garcia@example.com,+1 (595) 034-2810,Average,False,Finance,Florida
EMP1321,Heidi,Jones,40.0,Cloud Tech-Nevada,Inactive,2024-04-08,108781.18,heidi.jones@example.com,+1 (390) 438-3033,Poor,False,Cloud Tech,Nevada
EMP1322,Frank,Brown,35.0,Finance-Texas,Pending,2024-11-04,65489.19,frank.brown@example.com,+1 (199) 097-0050,Average,True,Finance,Texas
EMP1323,Eva,Johnson,,Sales-Illinois,Pending,2022-05-05,70663.46,eva.johnson@example.com,+1 (405) 468-3564,Excellent,False,Sales,Illinois
EMP1324,David,Miller,40.0,Sales-New York,Inactive,2023-02-01,95822.56,david.miller@example.com,+1 (215) 681-8208,Average,False,Sales,New York
EMP1325,Eva,Miller,40.0,DevOps-Nevada,Pending,2022-10-01,82258.03,eva.miller@example.com,+1 (679) 042-2710,Average,True,DevOps,Nevada
EMP1326,Frank,Williams,30.0,Admin-Nevada,Pending,2022-09-27,62883.34,frank.williams@example.com,+1 (332) 288-9856,Average,False,Admin,Nevada
EMP1327,Alice,Davis,,Cloud Tech-Texas,Pending,2020-04-09,103503.72,alice.davis@example.com,+1 (254) 596-0632,Average,True,Cloud Tech,Texas
EMP1328,David,Garcia,25.0,DevOps-New York,Active,2021-03-23,85401.3,david.garcia@example.com,+1 (991) 297-1023,Poor,True,DevOps,New York
EMP1329,Heidi,Garcia,40.0,Cloud Tech-Texas,Pending,2023-02-03,,heidi.garcia@example.com,+1 (817) 175-2420,Excellent,False,Cloud Tech,Texas
EMP1330,Eva,Smith,,HR-Texas,Pending,2024-07-23,98850.14,eva.smith@example.com,+1 (495) 511-2746,Poor,False,HR,Texas
EMP1331,Charlie,Smith,25.0,Cloud Tech-Illinois,Active,2021-05-08,63435.24,charlie.smith@example.com,+1 (472) 197-0545,Poor,False,Cloud Tech,Illinois
EMP1332,Frank,Brown,35.0,Finance-Texas,Inactive,2022-04-11,82129.84,frank.brown@example.com,+1 (692) 758-9550,Average,False,Finance,Texas
EMP1333,David,Williams,35.0,DevOps-Texas,Pending,2024-10-23,95492.61,david.williams@example.com,+1 (687) 409-0379,Good,False,DevOps,Texas
EMP1334,Grace,Miller,40.0,Finance-Illinois,Inactive,2020-04-24,94572.37,grace.miller@example.com,+1 (214) 629-6135,Good,False,Finance,Illinois
EMP1335,Bob,Garcia,40.0,Finance-Nevada,Inactive,2023-03-04,118413.05,bob.garcia@example.com,+1 (715) 778-7111,Poor,False,Finance,Nevada
EMP1336,Alice,Jones,30.0,Admin-Nevada,Pending,2022-08-31,68976.65,alice.jones@example.com,+1 (166) 365-1558,Poor,True,Admin,Nevada
EMP1337,Eva,Williams,,Sales-Nevada,Active,2021-01-02,115013.65,eva.williams@example.com,+1 (737) 147-0826,Average,False,Sales,Nevada
EMP1338,David,Brown,,Admin-Nevada,Inactive,2020-06-06,70949.38,david.brown@example.com,+1 (235) 909-6055,Poor,True,Admin,Nevada
EMP1339,Grace,Brown,,HR-Florida,Pending,2020-10-13,105334.87,grace.brown@example.com,+1 (730) 306-4420,Average,False,HR,Florida
EMP1340,Bob,Williams,,DevOps-California,Active,2020-07-19,80596.18,bob.williams@example.com,+1 (214) 614-7682,Good,False,DevOps,California
EMP1341,Frank,Brown,,Sales-Illinois,Inactive,2024-05-03,72846.37,frank.brown@example.com,+1 (420) 165-4234,Good,True,Sales,Illinois
EMP1342,Heidi,Williams,40.0,Admin-California,Pending,2022-02-07,80229.36,heidi.williams@example.com,+1 (677) 826-5959,Excellent,False,Admin,California
EMP1343,Grace,Johnson,25.0,Sales-California,Active,2023-12-31,55145.47,grace.johnson@example.com,+1 (893) 199-2549,Good,False,Sales,California
EMP1344,Grace,Williams,30.0,DevOps-Florida,Inactive,2022-01-08,,grace.williams@example.com,+1 (272) 751-6479,Poor,True,DevOps,Florida
EMP1345,Eva,Davis,40.0,HR-California,Active,2020-09-28,56110.81,eva.davis@example.com,+1 (727) 910-3367,Good,False,HR,California
EMP1346,Grace,Williams,25.0,Cloud Tech-Texas,Inactive,2023-02-09,56514.5,grace.williams@example.com,+1 (296) 353-3904,Average,False,Cloud Tech,Texas
EMP1347,Frank,Brown,40.0,Cloud Tech-California,Inactive,2022-03-05,104541.84,frank.brown@example.com,+1 (504) 481-7765,Good,False,Cloud Tech,California
EMP1348,David,Garcia,,Sales-New York,Pending,2022-02-18,61865.12,david.garcia@example.com,+1 (558) 685-1275,Excellent,True,Sales,New York
EMP1349,Eva,Davis,40.0,Admin-Texas,Active,2022-06-09,69317.33,eva.davis@example.com,+1 (528) 928-6645,Good,False,Admin,Texas
EMP1350,Bob,Brown,35.0,HR-New York,Pending,2023-07-04,84706.17,bob.brown@example.com,+1 (491) 111-0960,Average,False,HR,New York
EMP1351,Heidi,Smith,25.0,Admin-California,Active,2022-03-21,73255.21,heidi.smith@example.com,+1 (798) 178-9045,Average,False,Admin,California
EMP1352,Frank,Smith,40.0,HR-Florida,Pending,2023-05-02,59528.71,frank.smith@example.com,+1 (337) 861-3714,Poor,False,HR,Florida
EMP1353,David,Garcia,40.0,HR-New York,Inactive,2021-10-15,70401.37,david.garcia@example.com,+1 (766) 053-8443,Good,True,HR,New York
